protein_id,symbol,community,degree,annotation
10090.ENSMUSP00000001809,Pabpc1,5,49,"Polyadenylate-binding protein 1; Binds the poly(A) tail of mRNA, including that of its own transcript, and regulates processes of mRNA metabolism such as pre-mRNA splicing and mRNA stability. Its function in translational initiation regulation can either be enhanced by PAIP1 or repressed by PAIP2. Can probably bind to cytoplasmic RNA sequences other than poly(A) in vivo. Involved in translationally coupled mRNA turnover. Implicated with other RNA-binding proteins in the cytoplasmic deadenylation/translational and decay interplay of the FOS mRNA mediated by the major coding-region deter [...] "
10090.ENSMUSP00000047335,Spag1,11,27,Sperm-associated antigen 1; May play a role in the cytoplasmic assembly of the ciliary dynein arms (By similarity). May play a role in fertilization. Binds GTP and has GTPase activity (By similarity).
10090.ENSMUSP00000098577,Gm3259,1,58,Predicted gene 3259.
10090.ENSMUSP00000027777,Parp1,8,72,"Poly [ADP-ribose] polymerase 1; Poly-ADP-ribosyltransferase that mediates poly-ADP- ribosylation of proteins and plays a key role in DNA repair. Mainly mediates glutamate and aspartate ADP-ribosylation of target proteins: the ADP-D-ribosyl group of NAD(+) is transferred to the acceptor carboxyl group of glutamate and aspartate residues and further ADP- ribosyl groups are transferred to the 2'-position of the terminal adenosine moiety, building up a polymer with an average chain length of 20-30 units. Mediates the poly(ADP-ribosyl)ation of a number of proteins, including itself, APLF an [...] "
10090.ENSMUSP00000003284,Irf3,4,49,Interferon regulatory factor 3; Key transcriptional regulator of type I interferon (IFN)- dependent immune responses which plays a critical role in the innate immune response against DNA and RNA viruses. Regulates the transcription of type I IFN genes (IFN-alpha and IFN- beta) and IFN-stimulated genes (ISG) by binding to an interferon- stimulated response element (ISRE) in their promoters. Acts as a more potent activator of the IFN-beta (IFNB) gene than the IFN-alpha (IFNA) gene and plays a critical role in both the early and late phases of the IFNA/B gene induction. Found in an inacti [...] 
10090.ENSMUSP00000030154,Nudt2,2,20,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]; Asymmetrically hydrolyzes Ap4A to yield AMP and ATP. Plays a major role in maintaining homeostasis (By similarity).
10090.ENSMUSP00000029013,Rae1,5,21,mRNA export factor; Plays a role in mitotic bipolar spindle formation. Binds mRNA. May function in nucleocytoplasmic transport and in directly or indirectly attaching cytoplasmic mRNPs to the cytoskeleton.
10090.ENSMUSP00000075031,Gm10282,3,163,Non-histone chromosomal protein HMG-17; Binds to the inner side of the nucleosomal DNA thus altering the interaction between the DNA and the histone octamer. May be involved in the process which maintains transcribable genes in a unique chromatin conformation (By similarity).
10090.ENSMUSP00000113413,Apoa5,4,25,Apolipoprotein A-V; Minor apolipoprotein mainly associated with HDL and to a lesser extent with VLDL. May also be associated with chylomicrons. Important determinant of plasma triglyceride (TG) levels by both being a potent stimulator of apo-CII lipoprotein lipase (LPL) TG hydrolysis and an inhibitor of the hepatic VLDL-TG production rate (without affecting the VLDL-apoB production rate). Activates poorly lecithin:cholesterol acyltransferase (LCAT) and does not enhance efflux of cholesterol from macrophages (By similarity). Binds heparin (By similarity).
10090.ENSMUSP00000000767,Rpa1,8,77,"Replication protein A 70 kDa DNA-binding subunit; As part of the heterotrimeric replication protein A complex (RPA/RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage. In the cellular response to DNA damage, the RPA complex controls DNA repair and DNA damage checkpoint activation. Through recruit [...] "
10090.ENSMUSP00000025393,Smad4,4,50,Mothers against decapentaplegic homolog 4; Common SMAD (co-SMAD) is the coactivator and mediator of signal transduction by TGF-beta (transforming growth factor). Component of the heterotrimeric SMAD2/SMAD3-SMAD4 complex that forms in the nucleus and is required for the TGF-mediated signaling. Promotes binding of the SMAD2/SMAD4/FAST-1 complex to DNA and provides an activation function required for SMAD1 or SMAD2 to stimulate transcription. Component of the multimeric SMAD3/SMAD4/JUN/FOS complex which forms at the AP1 promoter site; required for synergistic transcriptional activity in r [...] 
10090.ENSMUSP00000016571,Ndufa1,9,92,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone."
10090.ENSMUSP00000002848,Grin2d,4,35,"Glutamate receptor ionotropic, NMDA 2D; Component of NMDA receptor complexes that function as heterotetrameric, ligand-gated ion channels with high calcium permeability and voltage-dependent sensitivity to magnesium. Channel activation requires binding of the neurotransmitter glutamate to the epsilon subunit, glycine binding to the zeta subunit, plus membrane depolarization to eliminate channel inhibition by Mg(2+). Sensitivity to glutamate and channel kinetics depend on the subunit composition (Probable); Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family. NR2D/GRIN2D sub [...] "
10090.ENSMUSP00000023867,Rfc2,8,43,Replication factor C subunit 2; The elongation of primed DNA templates by DNA polymerase delta and epsilon requires the action of the accessory proteins proliferating cell nuclear antigen (PCNA) and activator 1. This subunit binds ATP (By similarity).
10090.ENSMUSP00000024206,Gnb3,4,61,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3; Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein-effector interaction."
10090.ENSMUSP00000027792,Srp9,3,54,"Signal recognition particle 9 kDa protein; Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. SRP9 together with SRP14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP. The complex of SRP9 and SRP14 is required for SRP RNA binding."
10090.ENSMUSP00000026461,Prim1,8,55,"DNA primase small subunit; Catalytic subunit of the DNA primase complex and component of the DNA polymerase alpha complex (also known as the alpha DNA polymerase-primase complex) which play an essential role in the initiation of DNA synthesis. During the S phase of the cell cycle, the DNA polymerase alpha complex (composed of a catalytic subunit POLA1, an accessory subunit POLA2 and two primase subunits, the catalytic subunit PRIM1 and the regulatory subunit PRIM2) is recruited to DNA at the replicative forks via direct interactions with MCM10 and WDHD1 (By similarity). The primase sub [...] "
10090.ENSMUSP00000017408,Exosc10,0,111,"Exosome component 10; Putative catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and promoter-upstream transcripts (PROMPTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cytoplasm. [...] "
10090.ENSMUSP00000101813,Ndufs5,9,93,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone."
10090.ENSMUSP00000066789,Ep300,4,98,"Histone acetyltransferase p300; Functions as histone acetyltransferase and regulates transcription via chromatin remodeling (By similarity). Acetylates all four core histones in nucleosomes (By similarity). Histone acetylation gives an epigenetic tag for transcriptional activation (By similarity). Mediates cAMP-gene regulation by binding specifically to phosphorylated CREB protein. Mediates acetylation of histone H3 at 'Lys-122' (H3K122ac), a modification that localizes at the surface of the histone octamer and stimulates transcription, possibly by promoting nucleosome instability (By  [...] "
10090.ENSMUSP00000116285,Entpd1,2,43,"Ectonucleoside triphosphate diphosphohydrolase 1; In the nervous system, could hydrolyze ATP and other nucleotides to regulate purinergic neurotransmission. Could also be implicated in the prevention of platelet aggregation by hydrolyzing platelet-activating ADP to AMP. Hydrolyzes ATP and ADP equally well."
10090.ENSMUSP00000135923,C87414-2,1,58,Expressed sequence C87414.
10090.ENSMUSP00000126484,Rnf168,8,53,"E3 ubiquitin-protein ligase RNF168; E3 ubiquitin-protein ligase required for accumulation of repair proteins to sites of DNA damage. Acts with UBE2N/UBC13 to amplify the RNF8-dependent histone ubiquitination. Recruited to sites of DNA damage at double-strand breaks (DSBs) by binding to ubiquitinated histone H2A and H2AX and amplifies the RNF8-dependent H2A ubiquitination, promoting the formation of 'Lys-63'-linked ubiquitin conjugates. This leads to concentrate ubiquitinated histones H2A and H2AX at DNA lesions to the threshold required for recruitment of TP53BP1 and BRCA1. Also recrui [...] "
10090.ENSMUSP00000079124,Birc5,8,72,Baculoviral IAP repeat-containing protein 5; Multitasking protein that has dual roles in promoting cell proliferation and preventing apoptosis. Component of a chromosome passage protein complex (CPC) which is essential for chromosome alignment and segregation during mitosis and cytokinesis (By similarity). Acts as an important regulator of the localization of this complex; directs CPC movement to different locations from the inner centromere during prometaphase to midbody during cytokinesis and participates in the organization of the center spindle by associating with polymerized micro [...] 
10090.ENSMUSP00000132443,Mrps12,3,324,"28S ribosomal protein S12, mitochondrial; Belongs to the universal ribosomal protein uS12 family."
10090.ENSMUSP00000015800,Hspa8,11,105,"Heat shock cognate 71 kDa protein; Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation. This is achieved through cycles of ATP binding, ATP hydrolysis a [...] "
10090.ENSMUSP00000040694,Rbpj,4,26,"Recombining binding protein suppressor of hairless; Transcriptional regulator that plays a central role in Notch signaling, a signaling pathway involved in cell-cell communication that regulates a broad spectrum of cell-fate determinations. Acts as a transcriptional repressor when it is not associated with Notch proteins. When associated with some NICD product of Notch proteins (Notch intracellular domain), it acts as a transcriptional activator that activates transcription of Notch target genes. Probably represses or activates transcription via the recruitment of chromatin remodeling  [...] "
10090.ENSMUSP00000070728,Btrc,4,32,"F-box/WD repeat-containing protein 1A; Substrate recognition component of a SCF (SKP1-CUL1-F-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. Recognizes and binds to phosphorylated target proteins. SCF(BTRC) mediates the ubiquitination of phosphorylated NFKB, ATF4, CDC25A, DLG1, FBXO5, PER1, SMAD3, SMAD4, SNAI1 and probably NFKB2. SCF(BTRC) mediates the ubiquitination of CTNNB1 and participates in Wnt signaling (By similarity). SCF(BTRC) mediates the ubiquitination of NFKBIA, NFKBIB and NFKBIE; [...] "
10090.ENSMUSP00000044497,Mrpl34,3,118,"39S ribosomal protein L34, mitochondrial; Belongs to the bacterial ribosomal protein bL34 family."
10090.ENSMUSP00000095873,Klhl40,1,21,"Kelch-like protein 40; Substrate-specific adapter of a BCR (BTB-CUL3-RBX1) E3 ubiquitin ligase complex that acts as a key regulator of skeletal muscle development. The BCR(KLHL40) complex acts by mediating ubiquitination and degradation of TFDP1, thereby regulating the activity of the E2F:DP transcription factor complex. Promotes stabilization of LMOD3 by acting as a negative regulator of LMOD3 ubiquitination; the molecular process by which it negatively regulates ubiquitination of LMOD3 is however unclear."
10090.ENSMUSP00000040138,Cox10,9,39,"Protoheme IX farnesyltransferase, mitochondrial; Converts protoheme IX and farnesyl diphosphate to heme O."
10090.ENSMUSP00000088029,Atp5g1,9,65,"ATP synthase F(0) complex subunit C1, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanis [...] "
10090.ENSMUSP00000023007,Adcy8,4,33,"Adenylate cyclase type 8; Catalyzes the formation of cAMP in response to calcium entry leadings to cAMP signaling activation that affect processes suche as synaptic plasticity and insulin secretion. Plays a role in many brain functions, such as learning, memory, drug addiction, and anxiety modulation through regulation of synaptic plasticity by modulating long-term memory and long-term potentiation (LTP) through CREB transcription factor activity modulation. Plays a central role in insulin secretion by controlling glucose homeostasis through glucagon-like peptide 1 and glucose signalin [...] "
10090.ENSMUSP00000074994,H3c7,8,149,"Histone H3.2; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling."
10090.ENSMUSP00000099364,Nsf,10,29,Vesicle-fusing ATPase; Required for vesicle-mediated transport. Catalyzes the fusion of transport vesicles within the Golgi cisternae. Is also required for transport from the endoplasmic reticulum to the Golgi stack. Seems to function as a fusion protein required for the delivery of cargo proteins to all compartments of the Golgi stack GRIA2 leads to influence GRIA2 membrane cycling (By similarity).
10090.ENSMUSP00000111229,Nr3c1,4,40,"Glucocorticoid receptor; Receptor for glucocorticoids (GC). Has a dual mode of action: as a transcription factor that binds to glucocorticoid response elements (GRE), both for nuclear and mitochondrial DNA, and as a modulator of other transcription factors. Affects inflammatory responses, cellular proliferation and differentiation in target tissues. Involved in chromatin remodeling. Plays a role in rapid mRNA degradation by binding to the 5' UTR of target mRNAs and interacting with PNRC2 in a ligand-dependent manner which recruits the RNA helicase UPF1 and the mRNA-decapping enzyme DCP [...] "
10090.ENSMUSP00000029987,Aldob,9,29,Fructose-bisphosphate aldolase B.
10090.ENSMUSP00000067681,Sec61b,3,69,Protein transport protein Sec61 subunit beta; Component of SEC61 channel-forming translocon complex that mediates transport of signal peptide-containing precursor polypeptides across endoplasmic reticulum (ER) (By similarity). Required for PKD1/Polycystin-1 biogenesis.
10090.ENSMUSP00000024763,Mrps18a,3,98,"28S ribosomal protein S18a, mitochondrial; Belongs to the bacterial ribosomal protein bS18 family. Mitochondrion-specific ribosomal protein mL66 subfamily."
10090.ENSMUSP00000147425,Ins2,4,182,"Insulin-2 A chain; Insulin decreases blood glucose concentration. It increases cell permeability to monosaccharides, amino acids and fatty acids. It accelerates glycolysis, the pentose phosphate cycle, and glycogen synthesis in liver."
10090.ENSMUSP00000097874,Prkcg,4,59,"Protein kinase C gamma type; Calcium-activated, phospholipid- and diacylglycerol (DAG)- dependent serine/threonine-protein kinase that plays diverse roles in neuronal cells and eye tissues, such as regulation of the neuronal receptors GRIA4/GLUR4 and GRIN1/NMDAR1, modulation of receptors and neuronal functions related to sensitivity to opiates, pain and alcohol, mediation of synaptic function and cell survival after ischemia, and inhibition of gap junction activity after oxidative stress. Binds and phosphorylates GRIA4/GLUR4 glutamate receptor and regulates its function by increasing p [...] "
10090.ENSMUSP00000019469,G6pc,9,34,"Glucose-6-phosphatase; Hydrolyzes glucose-6-phosphate to glucose in the endoplasmic reticulum. Forms with the glucose-6-phosphate transporter (SLC37A4/G6PT) the complex responsible for glucose production through glycogenolysis and gluconeogenesis. Hence, it is the key enzyme in homeostatic regulation of blood glucose levels."
10090.ENSMUSP00000112283,Mrpl39,3,88,"39S ribosomal protein L39, mitochondrial; Belongs to the mitochondrion-specific ribosomal protein mL39 family."
10090.ENSMUSP00000072264,Cyp2b10,7,74,"Cytochrome P450 2B10; Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally unrelated compounds, including steroids, fatty acids, and xenobiotics."
10090.ENSMUSP00000133008,Cd36,4,48,"Platelet glycoprotein 4; Multifunctional glycoprotein that acts as receptor for a broad range of ligands. Ligands can be of proteinaceous nature like thrombospondin, fibronectin, collagen or amyloid-beta as well as of lipidic nature such as oxidized low-density lipoprotein (oxLDL), anionic phospholipids, long-chain fatty acids and bacterial diacylated lipopeptides. They are generally multivalent and can therefore engage multiple receptors simultaneously, the resulting formation of CD36 clusters initiates signal transduction and internalization of receptor-ligand complexes. The dependen [...] "
10090.ENSMUSP00000106667,Epo,4,31,"Erythropoietin; Hormone involved in the regulation of erythrocyte proliferation and differentiation and the maintenance of a physiological level of circulating erythrocyte mass. Binds to EPOR leading to EPOR dimerization and JAK2 activation thereby activating specific downstream effectors, including STAT1 and STAT3."
10090.ENSMUSP00000117040,Ppargc1a,5,115,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha; Transcriptional coactivator for steroid receptors and nuclear receptors. Greatly increases the transcriptional activity of PPARG and thyroid hormone receptor on the uncoupling protein promoter. Can regulate key mitochondrial genes that contribute to the program of adaptive thermogenesis. Plays an essential role in metabolic reprogramming in response to dietary availability through coordination of the expression of a wide array of genes involved in glucose and fatty acid metabolism. Induces the expression of PERM1 in  [...] 
10090.ENSMUSP00000062476,Mrpl50,3,85,"39S ribosomal protein L50, mitochondrial; Belongs to the mitochondrion-specific ribosomal protein mL50 family."
10090.ENSMUSP00000101022,Ccdc105,3,242,Coiled-coil domain-containing protein 105.
10090.ENSMUSP00000099653,Eif3i,3,119,"Eukaryotic translation initiation factor 3 subunit I; Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF- 2:GTP:methionyl-tRNAi and eIF-5 to form the 43S pre-initiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribos [...] "
10090.ENSMUSP00000037665,Cyp3a11,7,65,"Cytochrome P450 3A11; Catalyzes erythromycin N-demethylation, nifedipine oxidation and testosterone 6 beta-hydroxylation; Belongs to the cytochrome P450 family."
10090.ENSMUSP00000074394,Tacc3,8,44,Transforming acidic coiled-coil-containing protein 3; Plays a role in the microtubule-dependent coupling of the nucleus and the centrosome. Involved in the processes that regulate centrosome-mediated interkinetic nuclear migration (INM) of neural progenitors. Acts as component of the TACC3/ch- TOG/clathrin complex proposed to contribute to stabilization of kinetochore fibers of the mitotic spindle by acting as inter- microtubule bridge. The TACC3/ch-TOG/clathrin complex is required for the maintenance of kinetochore fiber tension (By similarity). May be involved in the control of cell  [...] 
10090.ENSMUSP00000031598,Ddx54,0,77,ATP-dependent RNA helicase DDX54; Has RNA-dependent ATPase activity. Represses the transcriptional activity of nuclear receptors (By similarity). Belongs to the DEAD box helicase family. DDX54/DBP10 subfamily.
10090.ENSMUSP00000065277,Serpinb2,4,38,"Plasminogen activator inhibitor 2, macrophage; Inhibits urokinase-type plasminogen activator. The monocyte derived PAI-2 is distinct from the endothelial cell-derived PAI-1. Not required for normal murine development or survival; Belongs to the serpin family. Ov-serpin subfamily."
10090.ENSMUSP00000072803,Ugt1a1,7,81,UDP-glucuronosyltransferase 1-1; UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds.
10090.ENSMUSP00000002487,Braf,4,49,"Serine/threonine-protein kinase B-raf; Involved in the transduction of mitogenic signals from the cell membrane to the nucleus. Phosphorylates MAP2K1, and thereby activates the MAP kinase signal transduction pathway. May play a role in the postsynaptic responses of hippocampal neurons."
10090.ENSMUSP00000035164,Topbp1,8,54,DNA topoisomerase 2-binding protein 1; Required for DNA replication (By similarity). Plays a role in the rescue of stalled replication forks and checkpoint control. Binds double-stranded DNA breaks and nicks as well as single-stranded DNA (By similarity). Recruits the SWI/SNF chromatin remodeling complex to E2F1-responsive promoters. Down-regulates E2F1 activity and inhibits E2F1-dependent apoptosis during G1/S transition and after DNA damage (By similarity). Induces a large increase in the kinase activity of ATR (By similarity).
10090.ENSMUSP00000068468,Itgam,4,127,"Integrin alpha-M; Integrin ITGAM/ITGB2 is implicated in various adhesive interactions of monocytes, macrophages and granulocytes as well as in mediating the uptake of complement-coated particles and pathogens (By similarity). It is identical with CR-3, the receptor for the iC3b fragment of the third complement component. It probably recognizes the R-G-D peptide in C3b. Integrin ITGAM/ITGB2 is also a receptor for fibrinogen, factor X and ICAM1. It recognizes P1 and P2 peptides of fibrinogen gamma chain. Regulates neutrophil migration. In association with beta subunit ITGB2/CD18, require [...] "
10090.ENSMUSP00000030134,Rad23b,8,68,UV excision repair protein RAD23 homolog B; Multiubiquitin chain receptor involved in modulation of proteasomal degradation. Binds to polyubiquitin chains. Proposed to be capable to bind simultaneously to the 26S proteasome and to polyubiquitinated substrates and to deliver ubiquitinated proteins to the proteasome. May play a role in endoplasmic reticulum-associated degradation (ERAD) of misfolded glycoproteins by association with PNGase and delivering deglycosylated proteins to the proteasome.  The XPC complex is proposed to represent the first factor bound at the sites of DNA damage  [...] 
10090.ENSMUSP00000099436,Psmb3,11,53,"Proteasome subunit beta type-3; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP- dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pro [...] "
10090.ENSMUSP00000066256,Ercc6,6,75,"DNA excision repair protein ERCC-6; Essential factor involved in transcription-coupled nucleotide excision repair which allows RNA polymerase II-blocking lesions to be rapidly removed from the transcribed strand of active genes (By similarity). Upon DNA-binding, it locally modifies DNA conformation by wrapping the DNA around itself, thereby modifying the interface between stalled RNA polymerase II and DNA (By similarity). It is required for transcription-coupled repair complex formation. It recruits the CSA complex (DCX(ERCC8) complex), nucleotide excision repair proteins and EP300 to  [...] "
10090.ENSMUSP00000025377,Ppp2r2b,4,31,"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform; The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment. Within the PP2A holoenzyme complex, isoform 2 is required to promote proapoptotic activity. Isoform 2 regulates neuronal survival through the mitochondrial fission and fusion balance."
10090.ENSMUSP00000071616,Rpl7,3,257,60S ribosomal protein L7; Component of the large ribosomal subunit (By similarity). Binds to G-rich structures in 28S rRNA and in mRNAs. Plays a regulatory role in the translation apparatus; inhibits cell-free translation of mRNAs (By similarity); Belongs to the universal ribosomal protein uL30 family.
10090.ENSMUSP00000099587,Ppp1cc,4,45,"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit; Protein phosphatase that associates with over 200 regulatory proteins to form highly specific holoenzymes which dephosphorylate hundreds of biological targets. Protein phosphatase 1 (PP1) is essential for cell division, and participates in the regulation of glycogen metabolism, muscle contractility and protein synthesis. Dephosphorylates RPS6KB1. Involved in regulation of ionic conductances and long-term synaptic plasticity. May play an important role in dephosphorylating substrates such as the postsynaptic density- asso [...] "
10090.ENSMUSP00000081547,Bub3,8,50,Mitotic checkpoint protein BUB3; Has a dual function in spindle-assembly checkpoint signaling and in promoting the establishment of correct kinetochore-microtubule (K-MT) attachments. Promotes the formation of stable end-on bipolar attachments. Necessary for kinetochore localization of BUB1. The BUB1/BUB3 complex plays a role in the inhibition of anaphase-promoting complex or cyclosome (APC/C) when spindle-assembly checkpoint is activated and inhibits the ubiquitin ligase activity of APC/C by phosphorylating its activator CDC20. This complex can also phosphorylate MAD1L1 (By similarity [...] 
10090.ENSMUSP00000135215,H3c15,8,47,H3 clustered histone 15.
10090.ENSMUSP00000077814,H2ac18,8,39,"Histone H2A type 2-A; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling."
10090.ENSMUSP00000056621,Lcp2,4,40,Lymphocyte cytosolic protein 2; Involved in T-cell antigen receptor mediated signaling.
10090.ENSMUSP00000109633,Dmd,4,20,Dystrophin; Anchors the extracellular matrix to the cytoskeleton via F- actin. Ligand for dystroglycan. Component of the dystrophin-associated glycoprotein complex which accumulates at the neuromuscular junction (NMJ) and at a variety of synapses in the peripheral and central nervous systems and has a structural function in stabilizing the sarcolemma. Also implicated in signaling events and synaptic transmission.
10090.ENSMUSP00000100036,H4c6,8,51,H4 clustered histone 6.
10090.ENSMUSP00000072617,Hsf1,11,43,"Heat shock factor protein 1; Functions as a stress-inducible and DNA-binding transcription factor that plays a central role in the transcriptional activation of the heat shock response (HSR), leading to the expression of a large class of molecular chaperones heat shock proteins (HSPs) that protect cells from cellular insults' damage. In unstressed cells, is present in a HSP90-containing multichaperone complex that maintains it in a non- DNA-binding inactivated monomeric form. Upon exposure to heat and other stress stimuli, undergoes homotrimerization and activates HSP gene transcriptio [...] "
10090.ENSMUSP00000099984,Gck,9,28,"Hexokinase-4; Catalyzes the phosphorylation of hexose, such as D-glucose, D-fructose and D-mannose, to hexose 6-phosphate (D-glucose 6-phosphate, D-fructose 6-phosphate and D-mannose 6-phosphate, respectively). Compared to other hexokinases, has a weak affinity for D-glucose, and is effective only when glucose is abundant (By similarity). Mainly expressed in pancreatic beta cells and the liver and constitutes a rate-limiting step in glucose metabolism in these tissues. Since insulin secretion parallels glucose metabolism and the low glucose affinity of GCK ensures that it can change it [...] "
10090.ENSMUSP00000032322,Lrp6,4,14,"Low-density lipoprotein receptor-related protein 6; Component of the Wnt-Fzd-LRP5-LRP6 complex that triggers beta-catenin signaling through inducing aggregation of receptor-ligand complexes into ribosome-sized signalsomes. Cell-surface coreceptor of Wnt/beta-catenin signaling, which plays a pivotal role in bone formation. The Wnt-induced Fzd/LRP6 coreceptor complex recruits DVL1 polymers to the plasma membrane which, in turn, recruits the AXIN1/GSK3B-complex to the cell surface promoting the formation of signalsomes and inhibiting AXIN1/GSK3-mediated phosphorylation and destruction of  [...] "
10090.ENSMUSP00000017488,Vtn,4,56,Vitronectin; Vitronectin is a cell adhesion and spreading factor found in serum and tissues. Vitronectin interact with glycosaminoglycans and proteoglycans. Is recognized by certain members of the integrin family and serves as a cell-to-substrate adhesion molecule. Inhibitor of the membrane-damaging effect of the terminal cytolytic complement pathway.
10090.ENSMUSP00000021405,Polr2h,6,105,"DNA-directed RNA polymerases I, II, and III subunit RPABC3; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Common component of RNA polymerases I, II and III which synthesize ribosomal RNA precursors, mRNA precursors and many functional non- coding RNAs, and small RNAs, such as 5S rRNA and tRNAs, respectively (By similarity)."
10090.ENSMUSP00000003370,Hck,4,31,"Tyrosine-protein kinase HCK; Non-receptor tyrosine-protein kinase found in hematopoietic cells that transmits signals from cell surface receptors and plays an important role in the regulation of innate immune responses, including neutrophil, monocyte, macrophage and mast cell functions, phagocytosis, cell survival and proliferation, cell adhesion and migration. Acts downstream of receptors that bind the Fc region of immunoglobulins, such as FCGR1A and FCGR2A, but also CSF3R, PLAUR, the receptors for IFNG, IL2, IL6 and IL8, and integrins, such as ITGB1 and ITGB2. During the phagocytic p [...] "
10090.ENSMUSP00000106975,Ran,5,33,"GTP-binding nuclear protein Ran; GTPase involved in nucleocytoplasmic transport, participating both to the import and the export from the nucleus of proteins and RNAs. Switches between a cytoplasmic GDP- and a nuclear GTP-bound state by nucleotide exchange and GTP hydrolysis. Nuclear import receptors such as importin beta bind their substrates only in the absence of GTP- bound RAN and release them upon direct interaction with GTP-bound RAN, while export receptors behave in the opposite way. Thereby, RAN controls cargo loading and release by transport receptors in the proper compartment [...] "
10090.ENSMUSP00000139829,Slc18a3,10,23,Vesicular acetylcholine transporter; Involved in acetylcholine transport into synaptic vesicles. Belongs to the major facilitator superfamily. Vesicular transporter family.
